r,ThetaLSP,ThetaB,ChiLSP,ChiB,Phi,phi
84.16420821056889,0.02777229421800187,0.02792023944300337,108.21754999319378,101.01126248194309,5.52391193893019e-111,-1.7308730576959885
84.16920846058133,0.027773201763467092,0.027921086554408947,108.21754999319378,101.01127940172877,5.430276651648975e-111,-1.7308735613328694
84.17420871059379,0.027774109147202797,0.0279219335149965,108.21754999319378,101.01129631695818,5.3382370870301464e-111,-1.7308740648570629
84.17920896060623,0.027775016369247396,0.027922780324801777,108.21754999319378,101.01131322763267,5.247793245026669e-111,-1.7308745682685989
84.18420921061869,0.027775923429639304,0.02792362698386064,108.21754999319378,101.01133013375363,5.158945125590471e-111,-1.7308750715675076
84.18920946063113,0.027776830328416935,0.027924473492208723,108.21754999319378,101.01134703532243,5.0716927286744975e-111,-1.7308755747538191
84.19420971064359,0.02777773706561848,0.02792531984988178,108.21754999319378,101.01136393234043,4.986036054230692e-111,-1.7308760778275631
84.19920996065603,0.027778643641282574,0.02792616605691567,108.21754999319378,101.01138082480982,4.9019532450502026e-111,-1.7308765807887743
84.20421021066849,0.02777955005544741,0.027927012113346028,108.21754999319378,101.01139771273415,4.819218379775044e-111,-1.730877083637531
84.20921046068094,0.027780456308151402,0.027927858019208496,108.21754999319378,101.01141459611615,4.737771816239899e-111,-1.7308775863738743
84.2142107106934,0.027781362399432963,0.027928703774538932,108.21754999319378,101.01143147495719,4.657613554404438e-111,-1.7308780889978355
84.21921096070584,0.027782268329330284,0.027929549379372975,108.21754999319378,101.01144834925863,4.578743594229252e-111,-1.730878591509444
84.2242112107183,0.02778317409788178,0.027930394833746264,108.21754999319378,101.01146521902184,4.501161935674028e-111,-1.73087909390873
84.22921146073074,0.027784079705125864,0.027931240137694435,108.21754999319378,101.01148208424819,4.42486857869934e-111,-1.7308795961957233
84.2342117107432,0.027784985151100727,0.02793208529125324,108.21754999319378,101.01149894493904,4.3498635232648906e-111,-1.7308800983704535
84.23921196075564,0.027785890435844784,0.027932930294458314,108.21754999319378,101.01151580109575,4.2761467693312394e-111,-1.730880600432951
84.2442122107681,0.027786795559396005,0.027933775147345297,108.21754999319378,101.01153265271972,4.203718316858104e-111,-1.7308811023832462
84.24921246078054,0.027787700521793024,0.027934619849949827,108.21754999319378,101.01154949981229,4.13257816580603e-111,-1.7308816042213677
84.254212710793,0.02778860532307381,0.02793546440230743,108.21754999319378,101.01156634237483,4.062726316134748e-111,-1.730882105947347
84.25921296080544,0.02778950996327678,0.027936308804453858,108.21754999319378,101.01158318040873,3.994162767804791e-111,-1.7308826075612127
84.2642132108179,0.027790414442440126,0.027937153056424635,108.21754999319378,101.01160001391713,3.926800807917646e-111,-1.7308831090630177
84.26921346083034,0.027791318760602035,0.02793799715825529,108.21754999319378,101.01161684290354,3.860482295646108e-111,-1.7308836104528325
84.2742137108428,0.027792222917800702,0.02793884110998146,108.21754999319378,101.01163366736967,3.795203889623039e-111,-1.7308841117306881
84.27921396085524,0.027793126914074318,0.027939684911638785,108.21754999319378,101.01165048731689,3.730965589815445e-111,-1.7308846128966138
84.2842142108677,0.027794030749461074,0.02794052856326268,108.21754999319378,101.01166730274656,3.667767396189599e-111,-1.7308851139506396
84.28921446088015,0.027794934423999162,0.02794137206488878,108.21754999319378,101.01168411366005,3.605609308712496e-111,-1.7308856148927958
84.2942147108926,0.027795837937726775,0.027942215416552618,108.21754999319378,101.01170092005873,3.5444913273504186e-111,-1.7308861157231121
84.29921496090505,0.027796741290682103,0.027943058618289718,108.21754999319378,101.01171772194397,3.4844134520703514e-111,-1.7308866164416183
84.3042152109175,0.02779764448290334,0.027943901670135607,108.21754999319378,101.01173451931712,3.425375682838589e-111,-1.7308871170483444
84.30921546092995,0.02779854751442845,0.0279447445721257,108.21754999319378,101.01175131217956,3.367378019622101e-111,-1.7308876175433203
84.3142157109424,0.027799450385295632,0.02794558732429564,108.21754999319378,101.01176810053265,3.3104204623871976e-111,-1.730888117926576
84.31921596095485,0.02780035309554285,0.027946429926680727,108.21754999319378,101.01178488437776,3.254503011100838e-111,-1.730888618198141
84.32421621096731,0.027801255645208522,0.0279472723793166,108.21754999319378,101.01180166371687,3.1996169625281357e-111,-1.7308891183580488
84.32921646097975,0.027802158034330393,0.02794811468223868,108.21754999319378,101.01181843855345,3.145620475034221e-111,-1.7308896184063727
84.33421671099221,0.027803060262946655,0.027948956835482375,108.21754999319378,101.01183520889035,3.0924637140079753e-111,-1.730890118343158
84.33921696100465,0.0278039623310955,0.027949798839083106,108.21754999319378,101.01185197472891,3.0401466794218176e-111,-1.7308906181684351
84.34421721101711,0.027804864238814897,0.02795064069307629,108.21754999319378,101.01186873607053,2.9886693712475695e-111,-1.7308911178822342
84.34921746102955,0.027805765986142816,0.02795148239749745,108.21754999319378,101.01188549291655,2.938031789457641e-111,-1.7308916174845843
84.35421771104201,0.02780666757311745,0.027952323952381897,108.21754999319378,101.01190224526833,2.8882339340238625e-111,-1.7308921169755156
84.35921796105445,0.027807568999776544,0.027953165357765153,108.21754999319378,101.01191899312725,2.8392758049186354e-111,-1.7308926163550578
84.36421821106691,0.02780847026615829,0.027954006613682525,108.21754999319378,101.01193573649466,2.7911574021137994e-111,-1.730893115623241
84.36921846107936,0.027809371372300662,0.027954847720169318,108.21754999319378,101.01195247537194,2.7438787255817464e-111,-1.730893614780095
84.37421871109181,0.027810272318241624,0.02795568867726106,108.21754999319378,101.01196920976045,2.697439775294325e-111,-1.7308941138256495
84.37921896110426,0.02781117310401915,0.027956529484992942,108.21754999319378,101.01198593966154,2.6518405512239184e-111,-1.730894612759935
84.38421921111672,0.027812073729671205,0.027957370143400384,108.21754999319378,101.0120026650766,2.6070810533423843e-111,-1.7308951115829798
84.38921946112916,0.027812974195235762,0.0279582106525188,108.21754999319378,101.01201938600852,2.5631153500478717e-111,-1.730895610294833
84.39421971114162,0.02781387450075079,0.027959051012383385,108.21754999319378,101.01203610246074,2.5198325100516627e-111,-1.7308961088955654
84.39921996115406,0.02781477464625426,0.027959891223029554,108.21754999319378,101.01205281443514,2.477227620540054e-111,-1.730896607385209
84.40422021116652,0.027815674631783915,0.027960731284492613,108.21754999319378,101.01206952193306,2.4353006814895335e-111,-1.7308971057637936
84.40922046117896,0.02781657445737773,0.027961571196807755,108.21754999319378,101.01208622495587,2.3940516928770706e-111,-1.730897604031349
84.41422071119142,0.02781747412307367,0.027962410960010398,108.21754999319378,101.01210292350493,2.3534806546791602e-111,-1.730898102187905
84.41922096120386,0.027818373628909487,0.027963250574135734,108.21754999319378,101.0121196175816,2.3135875668727653e-111,-1.7308986002334914
84.42422121121632,0.027819272974923148,0.02796409003921896,108.21754999319378,101.01213630718726,2.2743724294343882e-111,-1.7308990981681378
84.42922146122876,0.027820172161152623,0.027964929355295487,108.21754999319378,101.01215299232325,2.2358352423409824e-111,-1.7308995959918745
84.43422171124122,0.027821071187635438,0.027965768522400403,108.21754999319378,101.01216967299095,2.1979760055690603e-111,-1.7309000937047307
84.43922196125366,0.027821970054409784,0.02796660754056901,108.21754999319378,101.01218634919172,2.1607947190955668e-111,-1.7309005913067366
84.44422221126612,0.027822868761513186,0.027967446409836616,108.21754999319378,101.01220302092692,2.1242913828970216e-111,-1.730901088797922
84.44922246127857,0.027823767308983616,0.027968285130238302,108.21754999319378,101.01221968819834,2.088463051522689e-111,-1.7309015861783177
84.45422271129102,0.02782466569685904,0.027969123701809373,108.21754999319378,101.01223635100938,2.0532225732581855e-111,-1.7309020834479942
84.45922296130347,0.027825563925176988,0.027969962124584913,108.21754999319378,101.01225300936296,2.0185294361874866e-111,-1.7309025806069998
84.46422321131593,0.027826461993975204,0.027970800398600115,108.21754999319378,101.01226966326047,1.9843836402909985e-111,-1.730903077655364
84.46922346132837,0.02782735990329166,0.027971638523890285,108.21754999319378,101.01228631270325,1.9507851855495196e-111,-1.7309035745931167
84.47422371134083,0.0278282576531641,0.027972476500490395,108.21754999319378,101.01230295769267,1.9177340719434642e-111,-1.7309040714202877
84.47922396135327,0.027829155243630277,0.02797331432843575,108.21754999319378,101.01231959823009,1.8852302994536233e-111,-1.7309045681369066
84.48422421136573,0.027830052674727712,0.027974152007761433,108.21754999319378,101.01233623431688,1.853273868060417e-111,-1.7309050647430035
84.48922446137817,0.027830949946494377,0.027974989538502526,108.21754999319378,101.01235286595438,1.821864777744631e-111,-1.7309055612386075
84.49422471139063,0.027831847058967796,0.027975826920694224,108.21754999319378,101.01236949314396,1.7910030284866915e-111,-1.7309060576237492
84.49922496140307,0.027832744012185717,0.0279766641543715,108.21754999319378,101.012386115887,1.7606886202673775e-111,-1.7309065538984576
84.50422521141553,0.02783364080618589,0.027977501239569547,108.21754999319378,101.01240273418483,1.7309215530671216e-111,-1.7309070500627628
84.50922546142797,0.027834537441006058,0.027978338176323447,108.21754999319378,101.01241934803883,1.701701826866697e-111,-1.7309075461166945
84.51422571144043,0.02783543391668375,0.027979174964668285,108.21754999319378,101.0124359574517,1.6730056895724167e-111,-1.7309080420602958
84.51922596145288,0.027836330233256712,0.027980011604639143,108.21754999319378,101.01245256242676,1.6447571465285734e-111,-1.730908537893639
84.52422621146533,0.027837226390762693,0.027980848096271105,108.21754999319378,101.01246916296603,1.6169504976742226e-111,-1.7309090336167572
84.52922646147778,0.027838122389239217,0.02798168443959914,108.21754999319378,101.01248575907087,1.5895857429933744e-111,-1.7309095292296799
84.53422671149023,0.02783901822872381,0.027982520634658337,108.21754999319378,101.01250235074264,1.5626628824697252e-111,-1.7309100247324365
84.53922696150268,0.02783991390925422,0.027983356681483662,108.21754999319378,101.01251893798269,1.5361819160872803e-111,-1.730910520125057
84.54422721151514,0.027840809430867974,0.0279841925801102,108.21754999319378,101.01253552079238,1.510142843829741e-111,-1.7309110154075715
84.54922746152758,0.027841704793602817,0.027985028330572814,108.21754999319378,101.01255209917309,1.484545665681107e-111,-1.7309115105800092
84.55422771154004,0.027842599997496276,0.027985863932906696,108.21754999319378,101.01256867312617,1.4593903816250856e-111,-1.7309120056423999
84.55922796155248,0.027843495042585875,0.027986699387146707,108.21754999319378,101.01258524265296,1.4346769916456712e-111,-1.730912500594773
84.56422821156494,0.02784438992890914,0.02798753469332782,108.21754999319378,101.01260180775483,1.4104054957265753e-111,-1.730912995437159
84.56922846157738,0.0278452846565036,0.027988369851485007,108.21754999319378,101.01261836843315,1.3865758938517885e-111,-1.7309134901695868
84.57422871158984,0.027846179225406775,0.02798920486165324,108.21754999319378,101.01263492468954,1.3631874664534191e-111,-1.7309139847920871
84.57922896160228,0.027847073635656194,0.027990039723867488,108.21754999319378,101.01265147652727,1.3401880179745251e-111,-1.7309144793047249
84.58422921161474,0.027847967887289382,0.027990874438162616,108.21754999319378,101.0126680239494,1.3175453314014897e-111,-1.7309149737075518
84.58922946162718,0.027848861980344086,0.027991709004573595,108.21754999319378,101.0126845669573,1.2952594067210128e-111,-1.7309154680005976
84.59422971163964,0.02784975591485761,0.027992543423135285,108.21754999319378,101.01270110555232,1.2733302439195374e-111,-1.7309159621838917
84.59922996165209,0.027850649690867257,0.02799337769388266,108.21754999319378,101.01271763973583,1.2517578429837597e-111,-1.7309164562574642
84.60423021166454,0.027851543308410776,0.027994211816850578,108.21754999319378,101.01273416950916,1.230542203900127e-111,-1.7309169502213442
84.60923046167699,0.027852436767525468,0.027995045792073903,108.21754999319378,101.01275069487367,1.2096833266553307e-111,-1.7309174440755617
84.61423071168944,0.02785333006824886,0.027995879619587494,108.21754999319378,101.01276721583075,1.189181211235823e-111,-1.730917937820146
84.61923096170189,0.027854223210618256,0.027996713299426212,108.21754999319378,101.01278373238172,1.1690358576282908e-111,-1.7309184314551274
84.62423121171435,0.02785511619467118,0.02799754683162503,108.21754999319378,101.01280024452797,1.14924726581919e-111,-1.7309189249805355
84.62923146172679,0.02785600902044516,0.0279983802162187,108.21754999319378,101.01281675227084,1.129815435795204e-111,-1.730919418396399
84.63423171173925,0.027856901687977498,0.027999213453241967,108.21754999319378,101.01283325561168,1.1107403675427929e-111,-1.7309199117027483
84.63923196175169,0.027857794197305497,0.028000046542729695,108.21754999319378,101.01284975455299,1.0920101454792164e-111,-1.7309204048996232
84.64423221176415,0.027858686548466682,0.028000879484716745,108.21754999319378,101.01286624909802,1.0735737636913338e-111,-1.7309208979870947
84.64923246177659,0.02785957874149836,0.028001712279237867,108.21754999319378,101.01288273924891,1.0554254125214063e-111,-1.730921390965198
84.65423271178905,0.02786047077643783,0.02800254492632792,108.21754999319378,101.01289922500702,1.0375650919581739e-111,-1.730921883833962
84.6592329618015,0.02786136265332262,0.02800337742602166,108.21754999319378,101.01291570637369,1.019992801990581e-111,-1.7309223765934167
84.66423321181394,0.02786225437218981,0.028004209778353828,108.21754999319378,101.01293218335029,1.002708542607419e-111,-1.7309228692435918
84.6692334618264,0.027863145933076927,0.02800504198335918,108.21754999319378,101.01294865593816,9.85712313797483e-112,-1.7309233617845166
